index,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
179, tahun 2019 rakyat makan aspal dan beton ini adalah solusi jitu mengurangi kemiskinan keahlian cebong hanya 1 tukang tipu cebong mah gitu goblok nggak ketulungan plonga plongo mengakibatkan optimisme berlebihan 2019gantipresiden ,1,1,0,1,0,0,0,0,1,0,1,0
180, aku pernah sempat baca ttg harun yahya ini yg membelot ke kubu yahudi dgn freemasonry nya kdg suka ga percaya ,0,0,0,0,0,0,0,0,0,0,0,0
181,kita maju bersama ulama kita bergerak bersama semua tokoh agama untuk indonesia nderekgusmus,0,0,0,0,0,0,0,0,0,0,0,0
182, ,0,0,0,0,0,0,0,0,0,0,0,0
183, mukidikepedean pertanyaan mudah ya dijawab yg keras tapi saya minta dijawab yg keras siapa nama saya ,0,0,0,0,0,0,0,0,0,0,0,0
184, kemarin di hujat sekarang mengharap dasar para bani kamprey ,1,1,0,1,0,0,0,0,1,0,1,0
185, penjelasan sy bukan fitnah silahkan dibantah apollinaris darmawan sebut al quran kitab sampah,1,1,0,1,1,0,0,0,0,0,1,0
186,monyet aja koloe dbilang saudra sma elo pasti ogah hdupmu kok gini amat ya toe hati apa comberan ,1,1,1,0,0,0,0,0,1,1,0,0
187,body lufra scrub dg bhn dasar lidah buaya utk mlembabkn kulit amp lbh bcahaya info 087812026394 bmi ,0,0,0,0,0,0,0,0,0,0,0,0
188, tak punya cacat di masa lalu krn blum bermasa lalu ,0,0,0,0,0,0,0,0,0,0,0,0
189, jangan2 penganut bumi datar juga xf0 x9f x98 x9d nsoalnya teori bumi bulat kan dari orang asing yg notabane musuh mereka ,0,0,0,0,0,0,0,0,0,0,0,0
190,becak warga binjai hendak disita karena gunakan tenda bertuliskan 2019gantipresiden pks meradang bukti pemerintah panik dan takut ,1,0,0,1,0,0,0,0,1,0,1,0
191,lebih baik jokowi mundur ,1,0,1,0,0,0,0,0,1,1,0,0
192,munas alim ulama ppp di semarang menghasilkan lima rekomendasi syarat dan kriteria kriteria bagi calon wakil presiden yang akan mendampingi bpk jokowi di 2019 mendatang romahurmuziy,0,0,0,0,0,0,0,0,0,0,0,0
193, luar biasa pencerahan nya saya merasa gagal sebagai anak ekonomi wkwk,0,0,0,0,0,0,0,0,0,0,0,0
194, kafan berasal dari budaya yahudi kenapa umat islam mengklaim ,0,0,0,0,0,0,0,0,0,0,0,0
195,oleh rezim skrg atas kendali negara cina komunis yg mjd patron tunggal rezim anti islam jokowi ,1,0,0,1,1,1,0,0,0,0,1,0
196, itu tanda nya mau pilkada n pilpres,0,0,0,0,0,0,0,0,0,0,0,0
197,misi4 membangun masyarakat yang gotong royong toleran dan harmoni selaras nilai budaya jawa barat yang luhur no3jabarasyik asyikm3nang,0,0,0,0,0,0,0,0,0,0,0,0
198,ketabahan pasangan en taufiq dan puan nurliyana yang wajar dicontohi jom kita beri sumbangan untuk meringankan beban pasangan ini come on twitter do your things bsn 0510541000096745 bank islam 05058020145124 nurliyana bte abdul raziff ,0,0,0,0,0,0,0,0,0,0,0,0
199, apaansi tai baru gt doang belagunya udah selangit ga inget ada karma ntar bbrp taun lagi kalo idol lu flop gua ketawa paling keras ,1,1,1,0,0,0,0,0,1,1,0,0
200, celeng kgn gw y ,0,1,0,0,0,0,0,0,0,0,0,0
201, teranginegeri dengan budaya yuk pada visit ke purwokerto mumpung ada even rakyat purwokerto extravaganzabanyumas,0,0,0,0,0,0,0,0,0,0,0,0
202,presiden itu punya dana taktis dia bisa menggunakan untuk kepentingan rakyatnya di luar program2 pemerintah yang sudah ada soal program banyak sekali ada pembangunan infrastruktur kip kis sertifikat tanah perhutanan sosial bbm 1 harga padat karya ,0,0,0,0,0,0,0,0,0,0,0,0
203, aamiin ya allah ntimnya kinan aja sampai pelatihan ular karena dia dapat di rawa rawa aku dapatnya di sungai gede gt dan musuhnya buaya wkwkw ,0,0,0,0,0,0,0,0,0,0,0,0
204, maju kamu ngatain mama aku bolot ,1,1,1,0,0,0,0,0,1,1,0,0
205,grombolan kadal jidat gosong mmg bgtu sukanya ribut tapi klo grombolanya yg salah pura2 budek dasar grombolan cingkrang url,1,1,0,1,0,0,1,0,0,0,1,0
206, segitu gentarnya dia takut terhadap kafir xf0 x9f x98 x81 ,0,0,0,0,0,0,0,0,0,0,0,0
207, betul padahal saracen juga siapa sehingga akun yang kritis dianggap saracen kan aneh jokowi,1,0,1,0,0,0,0,0,1,1,0,0
208, siapa bego lu bukan tmn gua najis dah kesel sendiri gue ,1,1,1,0,0,0,0,0,1,1,0,0
209, kafir kristen selalu buat ulah,1,1,0,1,1,0,0,0,0,0,1,0
210, tau dong bau baunya udh keciri ini sipit buluq ,1,1,1,0,0,1,0,0,0,1,0,0
211, kayak memegang bukan mucikari ,0,0,0,0,0,0,0,0,0,0,0,0
212,guru tk dharma wanita persatuan desa plumbon porong deklarasi anti hoax ujaran kebencian issu sarah dan mendukung pilkada damai,0,0,0,0,0,0,0,0,0,0,0,0
213, anjir serem maennya begituan xf0 x9f x98 x82 xf0 x9f x91 x8c ,0,1,0,0,0,0,0,0,0,0,0,0
214, kayaknya bisa atau cuma bank tertentu bilang aja mau jual uang asing tukar ke rupiah ,0,0,0,0,0,0,0,0,0,0,0,0
215, onta yaman ni n nsetahun lagi gua deportasi loe ,1,1,1,0,0,0,0,0,1,0,0,1
216,hati hati berita pilkada yang berbau hoax madiun madiuntoday 100thmadiun kotakarismatikmadiun tolakcukaiilegal kunjungi juga,0,0,0,0,0,0,0,0,0,0,0,0
217, anak cocot ya ini ,1,1,1,0,0,0,0,0,1,1,0,0
218, xf0 x9f x99 x88 xf0 x9f x99 x88 xf0 x9f x99 x88 xf0 x9f x99 x88 xf0 x9f x99 x88 xf0 x9f x99 x88 xf0 x9f x99 x88udah ketauan hoax ya fahri mangkanye klu ambil berite tuyg update jangan dari tong sampah diambil terus di ss taunya berit udah,1,0,1,0,0,0,0,0,1,1,0,0
219,mantaaap dm dekat sama banser bang ,0,0,0,0,0,0,0,0,0,0,0,0
220,ternyata ada lebah yg gak suka bunga tapi makan bangkai gw penasaran madu nya kaya gimana xf0 x9f xa4 x94 ,0,0,0,0,0,0,0,0,0,0,0,0
221, pantas indonesia mundur dalam segala bentuk,1,0,1,0,0,0,0,0,1,1,0,0
222, naahh yg dongo yg bilang hekell hahaha ,0,1,0,0,0,0,0,0,0,0,0,0
223, hahahaha blunder lu cebong yg gak ngasih tuh pem pusat dengan alasan ham kalau rakyat aceh ya mau kali pun cobak kau datangi pemerintah bilang suruh buat hukum islam kaffah di aceh klau dpr a,1,1,1,0,0,0,0,0,1,1,0,0
224,bangsad gua dah nyelem ampe bawah2 balik lgi ke atas 1 ,0,1,0,0,0,0,0,0,0,0,0,0
225,saya tak bisa dipancing pancing dgn urusan penistaan atau bukan saya hanya berbicara pemahaman saya ttg fiksi dan kitab suci ,0,0,0,0,0,0,0,0,0,0,0,0
226, cebong kacung itu kt temen gw dungunya sampe ke tulang sum2 jd jgn buang2 energi debat sm mereka xf0 x9f x98 x82 ,1,1,0,1,0,0,0,0,1,0,1,0
227, pa ai korupsi sapi goblog ,1,1,0,1,0,0,0,0,1,0,1,0
228,signal kntl pemeliharaan apalagi ini niat gak sih login twitter doank susah amat gmn mau open redtube cetan ,1,1,0,1,0,0,0,1,0,0,1,0
229, matane aku moh aku kafir wkwkwk ,0,0,0,0,0,0,0,0,0,0,0,0
230, jadi inget fesbuk anjir lupa aku ,0,1,0,0,0,0,0,0,0,0,0,0
231, kalo aing sih bakal bilang hilih kntl ,0,1,0,0,0,0,0,0,0,0,0,0
232,nikita mirzani udah pake hijab yg masih ngomong cebang cebong udah pernah fantasiin doi belom uh ah cokorers ,1,1,1,0,0,0,0,0,1,1,0,0
233, tatapannya dialihkan ke arah lain enggan menatap pria mencurigakan itu lagipula siapa yang pertama kali membuat gaduh suasana jika angie tidak menemukan ada seorang pria asing yang tidur di sofanya kejadian seperti ini tidak akan terjadi ,0,0,0,0,0,0,0,0,0,0,0,0
234,lahir dan berkembangnya gerakan komunis di indonesia tidak dapat dipisahkan dari sebuah organisasi yg bernama isdv ,0,0,0,0,0,0,0,0,0,0,0,0
235,shaheizy sam wajah baharu calpis,0,0,0,0,0,0,0,0,0,0,0,0
236, ya terserah lo aja balasnya kembali fokus kepada kerjaan kita kami mengerjakan tugas project seni budaya hanya dalam 2 hari setelahnya langsung dikumpul dan dipresentasikan bersyukur nilainya memuaskan setelah kejadian project itu kami makin,0,0,0,0,0,0,0,0,0,0,0,0
237,ga bakalan bro,0,0,0,0,0,0,0,0,0,0,0,0
238,kelakuan bodoh masuk kategori perbuatan tidak menyenangkan n nkelakuan sontoloyo sangat menganggu persatuan bangsa n nkelakuan naif secara tidak langsung sbg bentuk intimidasi thd ulama n nkelakuan ,1,1,1,0,0,0,0,0,1,1,0,0
239,monyet turun ke pemukiman warga cibadak sukabumi url,0,0,0,0,0,0,0,0,0,0,0,0
240, kotor ga masalah yang penting bahagia warganya cebong mana ngerti ,1,1,0,1,0,0,0,0,1,0,1,0
241,mau giveaway taplak meja tapi nanti yang menang cuma therichchenle ,0,0,0,0,0,0,0,0,0,0,0,0
242, sudah kebuka satu demi satu kebusukab kubu anies sandi yg menang dengan tanpa berkah url dan prabowo berusaha cuci tangan,1,0,0,1,0,0,0,0,1,0,1,0
243, wkwkwkwk bodo bang ,0,1,0,0,0,0,0,0,0,0,0,0
244, bikan kaya orang bego bro tapi memang b ego ,1,1,1,0,0,0,0,0,1,1,0,0
245,klhk upayakan pemerataan ekonomi melalui tora di kawasan hutan dan perhutanan sosial tribun medan,0,0,0,0,0,0,0,0,0,0,0,0
246, pak mahfud md sudah berpaling dari allah swt pemberang demi bangsa ajak semua buang islam,1,1,0,1,1,0,0,0,0,0,0,1
247, orang2 bego kebanyakan minum amp makan kotoran onta otak nya somplak ,1,1,1,0,0,0,0,0,1,1,0,0
248,apa yang terkuak semuanya sudah jelas sejak awal memang itu strategi kampanye kami di tim pemenangan anies sandi url,1,0,1,0,0,0,0,0,1,1,0,0
249, warga baduy setelah selesai memperingati tradisi seba di pendopo pemkab lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari ini sabtu 21 4 sebabaduy2018 ,0,0,0,0,0,0,0,0,0,0,0,0
250,lembaga2 anti korupsi masa lalu bubar krn sentuh kekuasaan giliran kpk kenapa pdip partai politik penguasa yg plg ngotot ingin bubarkan kpk ,1,0,0,1,0,0,0,0,1,0,1,0
251, justru mas klo mnyudutkan salah satu agama trtentu malah bahaya itulah pak rocky ini cerdik dia bisa nyusun kalimat yg tepat amp pantas dgunakan inti dari ini dia mau kasih tau pngertian fiksi sbenarnya ayolah mas nya i,0,0,0,0,0,0,0,0,0,0,0,0
252,para pendukung capres gagal move on salalu sibuk urus aseng bawa kabur uang rp 35 t tapi ngak sadar kenapa aseng bisa kabur bawa uang sebanyak itu tanpa didukung pribumi asu mustahil aseng bisa pribumi hanya diam kalau disogok mental kacung emang url,1,1,0,1,0,1,0,0,0,0,1,0
253, lo rabun apa budek ngue nulis gak ngomong n xf0 x9f x98 x81 xf0 x9f x98 x80 ,1,1,1,0,0,0,1,0,0,1,0,0
254,bismillah nahan sepo yang terkutuk ,0,1,0,0,0,0,0,0,0,0,0,0
255, brahahahaaa cebong nya ngahok xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 cebong blm cebok xf0 x9f x98 x85 ,1,1,1,0,0,0,0,0,1,1,0,0
256,apdet status bikin tugas2 kelar gak ya kok jancuk sekali mbut ,0,1,0,0,0,0,0,0,0,0,0,0
257, pak walaupun anda muslim sebagai pejabat negara anda harus bertindak demi bangsa negara,0,0,0,0,0,0,0,0,0,0,0,0
258,12 ikan yg sudah sembuh dari sakitnya dan yg masih terselamatan bagus laik jual harus dipisah atau diseleksi dari ikan yg cacat permanen untuk pemeliharaan lebih lanjut n n kesehatanikan ncc ,0,0,0,0,0,0,0,0,0,0,0,0
259,a inya apa pribumi sadari lihat siapa mereka kecuali kalian sama sama cina komunis misionaris abaikan tweet ini usir cina indonesia,1,0,0,1,0,1,0,0,0,0,0,1
260,presiden yang anda tuduh rezim anti islam sudah banyak berbuat untuk negeri ini sudah bnyak berbuat untuk umat url,1,0,1,0,0,0,0,0,1,1,0,0
261, manusia bangsad ,1,1,1,0,0,0,0,0,1,1,0,0
262, tpi ingat ya jangan sampe cina mengenalkan wisata haram jga ke indonesia hahaha,1,0,0,1,0,1,0,0,0,0,1,0
263, nanya di mana prabowo dan pks saja bib kan asoy tuh dianggap antek prabowo dan antek pks hidupmu pasti lebih dramatis,1,0,1,0,0,0,0,0,1,1,0,0
264,persahabatan salah lovren ini jadi bukti bahwa beda suku agama ras bukanlah halangan dlm membina hubungan dgn sesama umat manusia perbedaan justru menjadi warna tersendiri dlm menjalin pertemanan terima kasih lovren salah favourites bff bro,0,0,0,0,0,0,0,0,0,0,0,0
265, sama aja lh lae meskipun sdh turun menurun tp ideologi pki sllu melekat di jiwa mreka ,0,0,0,0,0,0,0,0,0,0,0,0
266, saya juga sebel kalo ada yg ngeroko sambil naik motor yakan kadang engap kalo ditutup terus apalagi macet xe2 x80 xa6 ,0,0,0,0,0,0,0,0,0,0,0,0
267, udah minta maaf kunyuk bro n nenak bgt rasan mereka sebar hoax minta maaf sebar hoax lagi minta maaf lagi n nmesti d sapu dulu biar jera nih orang url,1,1,1,0,0,0,0,0,1,1,0,0
268,hello warga jakarta wakil kepala dpmptsp provinsi dki jakarta bapak denny wahyu haryanto mewakili wakil gubernur provinsi dki jakarta membuka acara 2018 junior chamber international jci indonesia national event setiamelayanijakarta,0,0,0,0,0,0,0,0,0,0,0,0
269,2 selain perkuat jaringan gubernur juga menekankan perlunya menguasai state of the art knowledge serta bahasa selama merantau di luar indonesia ,0,0,0,0,0,0,0,0,0,0,0,0
270,pandangan tgb terhadap agama dan politik,0,0,0,0,0,0,0,0,0,0,0,0
271, provider brengsek ,1,1,0,1,0,0,0,0,1,0,1,0
272,susilo bambang yudhoyono presiden ri ke 6 meminta khofifah emil untuk dekat dengan masyarakat no 1 bisa baguss,0,0,0,0,0,0,0,0,0,0,0,0
273, yang dungu itu orang yang mau ganti presiden tp g tau siapa mikiiiir ,1,1,1,0,0,0,0,0,1,1,0,0
274, bokep cewek bispak bandung ngentot croot di dalam xf0 x9f x98 x80 n ndownload full url url,0,1,0,0,0,0,0,0,0,0,0,0
275, kampret complain rag ditanggepi fuck ,1,1,0,1,0,0,0,0,1,0,1,0
276,kamu kok kaya jablay gta maunya dijemput pake mobil ,1,1,1,0,0,0,0,1,0,1,0,0
277,lihat memek tante ,0,1,0,0,0,0,0,0,0,0,0,0
278,sementara itu kerjanya musuhi dakwah islam bubarkan hti rakyat jg berhak lengserkan jokowok tukang pencitraan ,1,0,1,0,1,0,0,0,0,0,0,1
279, hah katanya saling melengkapi orang buktinya kamu juga goblok gimana si ,1,1,1,0,0,0,0,0,1,1,0,0
280, xe2 x80 x9ctidak xe2 x80 x9d kata salah seorang khalifah rasyidin itu xe2 x80 x9ckami dahulu memerangi orang kafir bersama mereka xe2 x80 x9d xe2 x80 x9ckalau begitu mereka orang orang munafik xe2 x80 x9d xe2 x80 x9ctidak juga sebab orang muna,0,0,0,0,0,0,0,0,0,0,0,0
281, dia doyan nete un jadi maklumin ,0,1,0,0,0,0,0,0,0,0,0,0
282, nek ndelok match terkhir celsi sih kudune menang mudah emyu tapi yo embuh sih celsi kacrut ki raiso diprediksi xf0 x9f x98 x82 ,1,1,0,1,0,0,0,0,1,0,1,0
283, yakali pak tni suruh urusin sampah plastik xf0 x9f x98 x91 ,0,0,0,0,0,0,0,0,0,0,0,0
284, itulah yg di khawatirkan dari manuver politik dan kebijakan yg dilakukan oleh rezim ini semoga hal tersebut tidak akan pernah terjadi di nkri tercinta aamiin ,0,0,0,0,0,0,0,0,0,0,0,0
285,permadi arya melaporkan rocky gerung ke polisi serius tuh kitab suci itu fiksi kata rocky pernyataan itu salah anda merasa terhina wait bukankah biasa penganut agama a menganggap kitab suci ,0,0,0,0,0,0,0,0,0,0,0,0
286, bajingan tengik memang ,0,1,0,0,0,0,0,0,0,0,0,0
287,kok bs pake buruh cina kan rakyat sendiri bnyak pngangguran dasar rejim kodok ,1,1,1,0,0,1,0,0,0,1,0,0
288, ,1,1,0,1,0,0,0,0,1,0,1,0
289,rp haneul pada cute padahal rlnya perek yang on retweet ,0,1,0,0,0,0,0,0,0,0,0,0
290, bilangnya anti asing aseng nda taunya wkwkwkwkwk ,0,0,0,0,0,0,0,0,0,0,0,0
291, di suriah sekolah radikal dan rakit bom plg ke indonesia jadi tempat pkl ya di amankan ,0,0,0,0,0,0,0,0,0,0,0,0
292, karena kadang hidup emang kayak tai malah kadang yang berak orang lain tapi elo yang harus beresin tainya tangan lo y xe2 x80 xa6 ,0,1,0,0,0,0,0,0,0,0,0,0
293, ih banci selotipan xf0 x9f x98 x82 ,1,1,1,0,0,0,0,1,0,1,0,0
294, haha kalah ni yee org jahat pasti kalah,1,0,1,0,0,0,0,0,1,1,0,0
295, gubernurzamannow gusipulputi2 ganjaryasin1 djarotsihar2 hasananton2 kosterace1 nurdinsudirman3 karolingidot2 keanekaragaman budaya suku agama itulah sesungguhnya kekayaan kita tutur djarot di hadapan peserta rakercabsu ,0,0,0,0,0,0,0,0,0,0,0,0
296, yg cinta orba pasti meng idola kan prabowo amp hary tanoe d,1,0,1,0,0,0,0,0,1,1,0,0
297,nantang buka dadalah eh nyebut setanlah emang sudah pada habis kamus ngelawan kenegarawanan pak joko widodo presiden ri ke 7 pada makin stresssssss nie hati2 kena stoke atau serangan jantung nanti rakyat indonesia kehilangan badut2 politik merdeka ,1,1,0,1,0,0,1,0,0,0,1,0
298, belah duren yaaaa ngak dungu ya gak cebong xf0 x9f x98 x80 xf0 x9f x98 x86 nmaaf ya ,1,1,1,0,0,0,0,0,1,1,0,0
299,2 orang orang yahudi dan nasrani yang telah kami beri al kitab taurat dan injil mengenal muhammad ,0,0,0,0,0,0,0,0,0,0,0,0
300,bubarkan hti amp fpi url,1,0,0,1,1,0,0,0,0,0,0,1
301,ahok memang verbalnya keras pelampiasan dan pelarian karena kelelakiannya lunak ,1,0,1,0,0,0,0,1,0,1,0,0
302, sekedar share juga temen2 kantor aku kalo ada pelanggan yg bercadar langsung bilang awas ada bom aku hanya menghela nafas xf0 x9f x98 xaf ,0,0,0,0,0,0,0,0,0,0,0,0
303, pantat mn nh pngen nusuk dan ditusuk n xf0 x9f x91 x89open bo wa 08157686707 n gaybrondong massageboy gayjakarta gayjogja gaytangger xe2 x80 xa6 ,0,1,0,0,0,0,0,0,0,0,0,0
304, yg diancam untuk dibunuh itu presiden republik indonesia mas trus mesti lapor dulu apakah penegak hukum gak bisa bertindak jika ada ancaman pembunuhan kepada kepala negaranya ,0,0,0,0,0,0,0,0,0,0,0,0
305, kayak orang nyosor mau minta nete ,0,1,0,0,0,0,0,0,0,0,0,0
306, ngewe bae ,0,1,0,0,0,0,0,0,0,0,0,0
307, jebur bloon bukan cebur ,0,1,0,0,0,0,0,0,0,0,0,0
308,pks ultah di balai kota rr ngomong nyapres di balai kota ganti aja namanya jd balai politik ,0,0,0,0,0,0,0,0,0,0,0,0
309,pak perlu melanjutkan rencana untuk menyeret ke pengadilan ham pbb url,1,0,1,0,0,0,0,0,1,1,0,0
310, kebijakan pengembalian barang kpd konsumen yg dilakukan apabila barang tersebut rusak cacat produksi atau konsumen merasa kurang puas dgn produk tersebut terhitung selama 7 hari dari tanggal pembelian n hauzminiquiz hauzid nyuk ikutan n ,0,0,0,0,0,0,0,0,0,0,0,0
311,kisah hidup muhammad yang lebih lengkap dapat didownload di sini,0,0,0,0,0,0,0,0,0,0,0,0
312,penjajahan di atas bumi indonesia harus di hapus kan penjajahan ekonomi budaya hasil bumi oleh cina harus kita basmi demi nkri usir ,1,0,0,1,0,1,0,0,0,0,0,1
313, we ada pipis onta tercecer di mari pantes bau pesing ,0,1,0,0,0,0,0,0,0,0,0,0
314, kalo kejadian disini mungkin juga kalian yg triak paling lantang pmrth pro aseng duluan pas ditawari bantuan asing bikin posko ini itu yg intinya malah ngomporin keluarga korban sue pmrth bilang 15 hari kelamaan harusnya 3,0,0,0,0,0,0,0,0,0,0,0,0
315, mari berjuang sampai jokowi dilanti kembali di thn 2019 njangan gentar njangan takut nwalau mata benang di leher walau ujung tombak di porut n ntidak akan surut langkah kita ntidak akan bisu suara kita ntidak akan,0,0,0,0,0,0,0,0,0,0,0,0
316, kaya monyet ,0,1,0,0,0,0,0,0,0,0,0,0
317,survei di metro tv jokowi menang dari presiden baru etapi cara ngitungnya gimana ya 45 bisa ngalahin 46 jangan2 salah judul maksudnya jokowi masih menangis sumber zie bajrie,1,0,1,0,0,0,0,0,1,1,0,0
318, ,0,0,0,0,0,0,0,0,0,0,0,0
319,cuba la tgk anime ni karakai jozu no takagi san kalau rasa nak feeling feeling cinta monyet zaman sekolah memang throwback habes 9 10 url,0,0,0,0,0,0,0,0,0,0,0,0
320,serunya pesta budaya erau di kutai kartanegara ,0,0,0,0,0,0,0,0,0,0,0,0
321, ad yang mau contactnya retweet sekarang ya nbanyak banget kenalan tante jilboob sange nini namanya tante dea o xe2 x80 xa6 ,0,1,0,0,0,0,0,0,0,0,0,0
322,debat publik bukan ajang pembuktian siapa pintar atau sebaliknya juga bukan ruang akademik untuk pamer siapa paling ciamik setiap orang punya kekuatan dan kelemahan bukan hanya soal dirinya itu egosentris namanya ini lebih pada soal kekuatan menahan l,0,0,0,0,0,0,0,0,0,0,0,0
323,duduki istana negara sekalian lengserkan jokowi salam2tahun ,1,0,1,0,0,0,0,0,1,0,0,1
324, wah hebatnya pak yg lg sibuk pencitraan baca nih,1,0,1,0,0,0,0,0,1,1,0,0
325, bagi anda mungkin gk apa2 tapi bagi kami muslim ini sangat menghinakan kami iblis betina itu sdh menista syariat kami ,1,1,1,0,1,0,0,0,0,1,0,0
326, baby kafir budha teroris myanmar,1,1,0,1,1,1,0,0,0,0,1,0
327,indonesia blom merdeka indonesia masih dijajah oleh orang cina takbirallauakbar url,1,0,0,1,0,1,0,0,0,0,1,0
328,memang benar kata pengamat politik hantayudha kalau paslon no 2 ini tidak ada khanz nya di jateng jatenggayeng 2019tetapjokowi,0,0,0,0,0,0,0,0,0,0,0,0
329, jongos penista agama ahok sok sok ngong sara majikan nya penebar sara astagfirllah tobat,1,1,1,0,0,0,0,0,1,1,0,0
330, boleh saya follow bli juga saya katolik dan ikut akun prof utk menambah wawasan berbangsa terima kasih ,0,0,0,0,0,0,0,0,0,0,0,0
331, kapan tuh si bejat cabul balik pengecut si onta itu ye ,1,1,1,0,0,0,0,1,0,1,0,0
332,menurut wibisono pencitraan jokowi telah disebarkan up media massa pro asing sehingga terkesan jokowi berhasil ,1,0,1,0,0,0,0,0,1,1,0,0
333, adian gaya lu kaya beruk gini klo supir tembak metromini masuk dpr nkampungan lu ,1,1,1,0,0,0,0,0,1,1,0,0
334, km terlalu mainstream mengaartikan pintar pintar itu relatif tergantung mo dibawa kemana pengertiannya spt anda pintar meng undeeestimate kan org gw pinter komen ajah rejim now pinter mangkrakin janji2 doang so making,1,0,1,0,0,0,0,0,1,1,0,0
335, kan emang gw dongo ,0,1,0,0,0,0,0,0,0,0,0,0
336, ih masak di samain smaa sampah xf0 x9f x98 xa3 xf0 x9f x98 xa3 xf0 x9f x98 xa3 ,0,0,0,0,0,0,0,0,0,0,0,0
337, gw terpukaukaukau 2019gantipresiden,1,0,1,0,0,0,0,0,1,1,0,0
338,aspirasi ibu lina dari sumedang kepada calon gubernur jabar berantas pelakor yang sdh meresahkan kehidupan warga desa ,0,0,0,0,0,0,0,0,0,0,0,0
339, yaaelah chat aja loe urusin noh yg dah keliatan mesum anggotadpr pd mingkem yg nyata selingkuh 7th kalian pura2 budek bong200 gk nyampe otaknya ,1,1,0,1,0,0,1,1,0,0,1,0
340, tu yang saya katakan sejak dulu lagi kita tak takut dgn cina atau parti dap tapi kita bimbang fahaman yang dibawa oleh mereka ,0,0,0,0,0,0,0,0,0,0,0,0
341, cermin pun pecah saat dirinya berkaca ,0,0,0,0,0,0,0,0,0,0,0,0
342, lansung tag partainya nga berani ya berarti kau banci ,1,1,1,0,0,0,0,1,0,1,0,0
343,awwww comel nya asing kan ikut warna ,0,0,0,0,0,0,0,0,0,0,0,0
344,islam menjadikan manusia yang idealis namun tetap realistis mempersiapkan kehidupan masa kini namun tak lupa masa depan diajak bekerja keras dan diajak pula beristirahat ,0,0,0,0,0,0,0,0,0,0,0,0
345, kristus anjing asu jiamput keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk k,1,1,0,1,1,0,1,1,0,0,1,0
